n,kappa,h,label,level,evidence,source,bc
12,0.3,0.05,ferro-like,R0_extension,Small-field continuation from classical ferro; m0 and fourth moment consistent; not a proved exact region boundary,results/stage6_v1/reference_atlas/cache/3f6de24cbb56297dac371379e7308ea2df11ce1d5eb142dced0a0517f6f4ba63.npz,PBC
12,0.3,0.15,ferro-like,R0_extension,Small-field continuation from classical ferro; m0 and fourth moment consistent; not a proved exact region boundary,results/stage6_v1/reference_atlas/cache/f58e93976514e16d400353c8375927a4e36ded238af91f741c48ce422f272377.npz,PBC
12,0.3,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c15bd8cf3e3c7ebc92fff7e1a29afb25c7fb66c580f6817c1ac5f6de22a8d5ae.npz,PBC
12,0.3,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5001fb250b7165dc328d6cb968094a1709e0504fd79f7c7fa56cb98c1064be55.npz,PBC
12,0.3,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3acb1f86ea7cf58ecb93eb387a19bb41b985ce037d73c7c23e0c19e0ea19be37.npz,PBC
12,0.3,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/685981908faad1a8f68c3d773fe764724a6986c509ac97a95ba2e69a3d0c6fd0.npz,PBC
12,0.3,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e64c0675cf95c1eb395394584d72beab5f29007dedc141e1f88e40302e6c22ae.npz,PBC
12,0.3,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/03341ff438273991591236be3ac1210de29f11fad9be0ff6bcf42e61cac70204.npz,PBC
12,0.3,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3755aa2230aee136a478a871d2c1fbbe528725179338461a88db41cdfa5805e0.npz,PBC
12,0.3,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/aed946d4b2ab225b97589580ad63beba79e499a760a0ec909e788c027cf03d9b.npz,PBC
12,0.3,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c7529bd2a0be82cc288bd50a802c3daaee94cfd2e231315d3c7e0b2c38e98864.npz,PBC
12,0.3,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/014bf0635aee07615b1dcb9e9cb121cbf1be8569c05e9bafa576719b0374f8f7.npz,PBC
12,0.3,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/229f42e01083bdb9087f02aaab2ce5e9aad9b6e9e5134ee4805ce5f594a75bea.npz,PBC
12,0.3,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/4c88c3cd56f45f83bab42220c75863f19340e199986c6a41713656979601536e.npz,PBC
12,0.3,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bdc1b018fce6f14a3e434518fbb7d15121fc506a52560923311534e23d6d0882.npz,PBC
12,0.3,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e1088ed58dbc499c6a2aafa4d935dc6d88b7225b1ef2b2739cd00047d18befc5.npz,PBC
12,0.3,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/3ec47d7cbe41f4bc9751ee63835890b6af2de0118cf88d8643c8472cc70dcda0.npz,PBC
12,0.3,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/b6019a5448be9dd852ccf97776e05b40725388a47159bb3987b9b65ffa49c59a.npz,PBC
12,0.3,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/3b51da199ff0ec71071ce8322808d54a0f20071f021924cddd3769e2d02a0f19.npz,PBC
12,0.3,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/5cd90c43d24bfd55613137bf845195a2e3bb745bb38d87f236f7897ef45a80a5.npz,PBC
12,0.45,0.01,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/94279f0e507d683065e93c35ff548c80b6e2a685a1f978921c479c0328a0c489.npz,PBC
12,0.45,0.02,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/eec3f4f03d9216ce59906902093767c1b4ce9eec945f79e72e783bcb71925a78.npz,PBC
12,0.45,0.035,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9b34c08af7ecaf31330cdacb8b91e698b13a040ed0f6c755e87a16ea990cf597.npz,PBC
12,0.45,0.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/90e3e2b8e2ea86600711870d57f2f2d9fd34271d0dbb02e94899503121b9d13a.npz,PBC
12,0.45,0.075,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2221509a5033f06fb49c15276f868f4a9cba47f790ca677ca834b4d974d9ad83.npz,PBC
12,0.45,0.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/362526eedde33e402dbced38f5c5b82167a27dcdaa7ac820ef73f37b8de25bbb.npz,PBC
12,0.45,0.125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f8399eb0f8a77c2ae6d786430944f3a79463bc47e81b20577b9929d79d7cb6e8.npz,PBC
12,0.45,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/031b03cb9d55908402461332f9425de2712d009bf2b997fa3e6cd62489e6e204.npz,PBC
12,0.45,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/32a0e1f99f319faddd34c7e1419cac1a68d4b7f7053f72d4a0761c059138d1e5.npz,PBC
12,0.45,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/4c77cf7f09eb3e0b9dd4627fbb65f2a5d199c947660852e08c073eb67b44d5f8.npz,PBC
12,0.45,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/310927160874950ef5953411dfddfd342aaeeaa7c412ee33deed454c7cb6c728.npz,PBC
12,0.45,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a59a9a41f62063b6dbcdd5a6c794a9df7169b270ed43e031ca665ce00e69fcc5.npz,PBC
12,0.45,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/4d755adb9ac8acf07dc1638cd0efed2e48e908aed5e6fdadae012d8a653bfcbb.npz,PBC
12,0.45,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3b9af84443b3598f61660c3b80a91564154c0b7683708a4a280942380d11584c.npz,PBC
12,0.45,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7ea7d7e2a10fb52ae53ec4028b8504526c1c50f7b0517c6174624f9e0a19294b.npz,PBC
12,0.45,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5ebd684c6df26c544e02e0f351d7995b5235bab5540536a1ea49bfaf1cb78721.npz,PBC
12,0.45,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/592ef92662da5539395e213197b8cbdd8c8379b7a235b70f8adeaeed05c51014.npz,PBC
12,0.45,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8d24d08eb459beec874e2e1ef7032a415824881c82bbf940ca7eb65f426a52d0.npz,PBC
12,0.45,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/4efccecb26eebef9016357e1c5b69f5a9b44b786007f300127ee4498e2c4cd61.npz,PBC
12,0.45,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6ed1e9d26d04ffe888202882ef570c78a868febfacfabe85540204ff3a227bc6.npz,PBC
12,0.45,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7527af51fd07401475c39651f6311eb869119ac0a6356f5c85cf009f30f73692.npz,PBC
12,0.45,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/567e138c82927c9f1dd0f1271e1b469f89ae480bad99994bf96c4249a062ce7f.npz,PBC
12,0.45,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ce67c7f3363509584c2137cb21ea23adef08d2086c734ef6df433b3fc4a5b26a.npz,PBC
12,0.45,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f3f8b597f9e0cd23d12f5744b74259daedc208afabd27912a03244510e8b1c49.npz,PBC
12,0.45,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/0e8c4ad66fed674d70d416e3ed999f7a3da0b726844e1dd4fca0659d99fbe431.npz,PBC
12,0.45,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/3bf058a822bc734efcccdbb0084b945b95f684b90188e22a7a3025dc7e48263b.npz,PBC
12,0.45,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/47055112fe98251005f69701283267a5ac06d067fe00763f44c096a96583378c.npz,PBC
12,0.45,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/b49ff19c043d57876f98865c44bd139a965e81aa5ea03a22cb2167369a2c9edf.npz,PBC
12,0.5,0.01,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/435440b7ef29dbab0215080520c6e4dde307e30ff1d83b5635c2d587461b7093.npz,PBC
12,0.5,0.02,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/96cc21b251c91b6c8434249dae7c272e6ac7f8385c81f873ff34fe0f1584eb1f.npz,PBC
12,0.5,0.035,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/97cb6b43cc678940b47e5fa0def0faf693b316999c831774f0b9b44b5a513fec.npz,PBC
12,0.5,0.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e7df12cda410207af25a4df8e0d0a14aa0583563086c34e1abb4c74df085a722.npz,PBC
12,0.5,0.075,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/77f08a3dbebae31a4dd0467c688fe251355ee05679540d89b72b948b3ce2432d.npz,PBC
12,0.5,0.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/338ce3f69b10a9dd72909daf2466dbf0bc71fed5f4800355955590bcb6b50e5f.npz,PBC
12,0.5,0.125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/33f6a0c3d51bb5d3f8fa8f124360908f759dab7df472a3db320f38465ce3c2b1.npz,PBC
12,0.5,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e65bfe15cbd85e4cb78277d5ad67ad9c14f18d037ef3494c6db86c3bd58c9e31.npz,PBC
12,0.5,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/329e3fbdd965501f934e1c7bb7fc6ed6efd9c189274c6228e7db1ca1dca8ef0f.npz,PBC
12,0.5,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/84010340e8029c9b8033198213647f37fa663101f47618164a0fd6850fb49d13.npz,PBC
12,0.5,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/641516b7e28c12175fbbee24b217fe07be3d518d9daef7dd8ec17d15e8c9c521.npz,PBC
12,0.5,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6f3790deb10baff7993d40cd99688d8a6a6db421b1511b82e607a0d64b164ef1.npz,PBC
12,0.5,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/16045fc23b16e153b4432af1bac8aa8df390e9f33e545aac5d5d7766cac763eb.npz,PBC
12,0.5,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/40d5c00ef7b27bbf83fa8dc5f383ffb8f56bc2ff5978067f99b7a17ffa02e97e.npz,PBC
12,0.5,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c2d957de61a9a85688423d0bf7b7d2bde6b4cb1dad44d62e9d493ebc4e4af6fc.npz,PBC
12,0.5,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/b7016ee7cb44ef47e3c059a4b14e48c49dc0a68d3219d4df7db521c8de71f3a5.npz,PBC
12,0.5,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/926555369786e200e9e9fa129831bab22a94ea9437bb0b53d83073d88f8f1114.npz,PBC
12,0.5,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d70d498ebb8102b10db8d6ab647f2427f1f2e54091a3afd17b6bb9c80ee4078f.npz,PBC
12,0.5,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e153351a2bfeb1c07764032fe6eb16cba6b8ac64f6cebb6a2bfb0610259bc6cd.npz,PBC
12,0.5,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/33d184b5d34058fa03554f156a3aab373d12de6cdab3d37c916fc32a9da0f997.npz,PBC
12,0.5,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a40b68cd79ebf71a350afdff69e6c6a66be900417922e7814b96e2edf40d87d3.npz,PBC
12,0.5,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/28503f389bbf1ecb4c20df894b2e7e0a908d8e7a854f2a246cf1ebd54021bda7.npz,PBC
12,0.5,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5579fde5b6c08e929702702407f213aae984db61022f80107f7f2e8f3a73b217.npz,PBC
12,0.5,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7cebd6bf37db93479030a2df51c880cbea5d6e426eef64f7cc96ca20250c89db.npz,PBC
12,0.5,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/8d3e7efc2316fd7a74134c2a52c55403c933c24dad368d78e5cd4ab36fb5fb71.npz,PBC
12,0.5,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/4bd82d704ed47bef7e8603b59a73740947bcfa8c48f762ae7303c7980f3535b4.npz,PBC
12,0.5,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/de8d9ba09a7e49049aa54cb81b1c1ebcf11a103d08d7dd30f51ce627babf1736.npz,PBC
12,0.5,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/5c7924939d3a1895fa4ca928ebcbf0fdd46d00a6f5db02ae23159f23e09eeacb.npz,PBC
12,0.55,0.01,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f2e4d6819eba2c1697f5dc0085f1b2b0dcabe794cb2dbb9b529fd272aff5a326.npz,PBC
12,0.55,0.02,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/73304072c01bfca10fbed7e80c8b5b61eb4bbed7f345ad88f0fea05f3ece64ad.npz,PBC
12,0.55,0.035,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2fcdf8b503ce04c0c430bcb82abe12243ba6dd2a0053ba8a0e86547ad40dc747.npz,PBC
12,0.55,0.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a37d5af1316cc2dfb8b8fd6479eaeab5fa0cc2d6a577fd700a0b80984ad8a921.npz,PBC
12,0.55,0.075,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/26132f91699f0d44535f442955e8ba6f9fc89756d8101dca449e39d0856258ce.npz,PBC
12,0.55,0.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e157d2e6d72e1db3d4268948aaa2d8ef862e45ab2215f3aebe452c630879efb3.npz,PBC
12,0.55,0.125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d8779ed052755875533f537e958dd2a130afb01060b0961865b940272f4b838b.npz,PBC
12,0.55,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/62711ca4bd5e45d0212b84ded989f57509fa1a2c1528f8d1b1a7317453a8e5dc.npz,PBC
12,0.55,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/fcc09d02cecb99e032150533920ce67dcd5024b1a4e15702a3c0aca5ec65a089.npz,PBC
12,0.55,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c33dfc66c21ef0202b73d9c04c8722bdf5b12de658920d6f0d955b59a7fead3a.npz,PBC
12,0.55,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d45dde222a9d4d18d7ef40c5e8f7fff5c751d075971951115d5ac4ec269a9028.npz,PBC
12,0.55,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8e25b677831bd715950ce4c8323d7098f198f7fcdaaff7749e8168420e2531c3.npz,PBC
12,0.55,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f562db15827b5a8b1acf0a61b5b17142e5992853d6224b8b1fffc02f81829a41.npz,PBC
12,0.55,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/08b1676aadb6e2134c1984acfec483a86d9b473797c0a162c769cfe3e9bcf634.npz,PBC
12,0.55,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c03cc348982317b9fd7fc3adbdc1d1a80d2d36dbb5169d5ce97a6131df6fa2a2.npz,PBC
12,0.55,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f6107dc9da37ec35329496a9f2c4eeeb8c7d61944470b9ff352f34517d44f86f.npz,PBC
12,0.55,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3dace92dc7f786af99a3cc167b93af7a73416da3e863221c9c4a3067befce9a1.npz,PBC
12,0.55,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6b0fd8417a97c3b4666a4014a2569b3a97dd1dd95a9811ab61cfb7375c906f62.npz,PBC
12,0.55,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0a235be4bff5837edcf321ef2743ebd3ec0458696a2e5423e88fa814444ac8ce.npz,PBC
12,0.55,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/32f296d353c9174b09835e53cecb8f65d605ef9669e963f9bcb3375c5126be7f.npz,PBC
12,0.55,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5ed384ab9368d46f08461b8f85a85a38a1ea93fbd25f2eee3d15f955fcc9786d.npz,PBC
12,0.55,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7619d7e758163e69a641b4231deb0d13e94e0a74b7735d5edb31455c2b456a15.npz,PBC
12,0.55,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/016d05a60e90aba3a8c0591f18f4daf305480d8348a1c39071d9668abcc984b6.npz,PBC
12,0.55,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8ec76a8ceedb59325263d10aebc4182f1f57f11e4bd25deb4f6f78fc24e80ce2.npz,PBC
12,0.55,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/a40bbf2a23478688322ba5c0c818ead996860bcf26deb69e75739788f7bf31da.npz,PBC
12,0.55,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/2ebde165aa24ab3fdaef6e13ac3a9034bed0034f5358ca8f5438456f463c2a95.npz,PBC
12,0.55,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/58cf77ee7f17ae4f7ad2e6c57ac5a849ac168032cc8361f57aab80d0ec30aa5c.npz,PBC
12,0.55,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/895d2245e604d1f43d3baea21f4850513623639770c948b8df526b739a8c784d.npz,PBC
12,0.8,0.05,antiphase-like,R0_extension,Small-field continuation from classical period4; full SF peak and amplitude; requires separate finite-size trend for Rlarge,results/stage6_v1/reference_atlas/cache/9b7a7fb6efd0f6eb7db08fbcc1b4f851b47b6d22cb92a70ff6fc59cefd1949a9.npz,PBC
12,0.8,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1f70e6cbd389942c7dfdb1ce027132a0f0f93ea7818db804d345dc6a058ff194.npz,PBC
12,0.8,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8e8142c8a61b52a9dd24c26258e7c8afd6a3dd1765f8640fd682c43655dd0d09.npz,PBC
12,0.8,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/25e3408f7b55d8c3ef4af43f44169356faf323d4987af87551c0942ce9ff7cc6.npz,PBC
12,0.8,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a1e1efcfce692038da0c8cd9ac301461683346080308f3f508ab823e16289fec.npz,PBC
12,0.8,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1b929585f58ad89888ac375301b625d97faeea2b645bd9cb9fb363e2162262b6.npz,PBC
12,0.8,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2e633ca8a2830052fa957ed8c29e677f3a833a152b20770fb0a6145e7244c076.npz,PBC
12,0.8,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a67bf6328b97e1257bd898ce717826f42d6ef17365647fcb747ab3d948803aed.npz,PBC
12,0.8,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/78ac1afef9af6c1db86b5127cde0b170aff3eb598d1c845fc3b692d6bba3d888.npz,PBC
12,0.8,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/01f99521f4bfaed39710fe6b917c76bb151de1a8fe89c6e97baa6ec609ab16e4.npz,PBC
12,0.8,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bd1a7df7098925ba8612f22e9c5bf1d2339f26cb0bff12acf7d3a0ee62fe6d53.npz,PBC
12,0.8,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/be893b9f24ef55354a37b30d77b34215824f32c4e7830b7ba339181f3d5deb5b.npz,PBC
12,0.8,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1a7fdecad822c9603cc81fe9e8a82d0ad9e81d38a153e04ba1112686b176e66a.npz,PBC
12,0.8,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/de3dddee9f4516f6969d356ec8f15fe1de6b042ed0dd1e7253ece86be8d5228d.npz,PBC
12,0.8,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0f0cc39781437795efcba268c9c10534cc1467084873521a6af02fb9ea2099aa.npz,PBC
12,0.8,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6e503e1fc7e9c2e8f506a9b9bb7ca934f970dcabdeeac573ffda035daf427297.npz,PBC
12,0.8,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/190d638102014ca6d2c147ae56dff8c95f29850957d5987d4e7a62072209a292.npz,PBC
